1, 722, 0, 0
1, 723, 0, 0
1, 724, 0.01, 0
1, 725, 0.01, 0
1, 726, 0.02, 0.01
1, 727, 0.02, 0
1, 728, 0.03, 0.01
1, 729, 0.04, 0.01
1, 730, 0.05, 0.01
1, 731, 0.06, 0.01
1, 732, 0.06, 0.01
1, 733, 0.08, 0.02
1, 734, 0.09, 0.01
1, 735, 0.1, 0.01
1, 736, 0.11, 0.01
1, 737, 0.13, 0.02
1, 738, 0.14, 0.01
1, 739, 0.16, 0.02
1, 740, 0.2, 0.03
1, 741, 0.23, 0.03
1, 742, 0.24, 0.01
1, 743, 0.26, 0.02
1, 744, 0.29, 0.03
1, 745, 0.32, 0.03
1, 746, 0.36, 0.04
1, 747, 0.39, 0.03
1, 748, 0.43, 0.04
1, 749, 0.44, 0.01
1, 750, 0.48, 0.03
1, 751, 0.51, 0.04
1, 752, 0.55, 0.04
1, 753, 0.59, 0.04
1, 754, 0.64, 0.05
1, 755, 0.68, 0.04
1, 756, 0.75, 0.06
1, 757, 0.8, 0.06
1, 758, 0.87, 0.06
1, 759, 0.93, 0.07
1, 760, 1.03, 0.1
1, 761, 1.09, 0.06
1, 762, 1.16, 0.07
1, 763, 1.26, 0.1
1, 764, 1.35, 0.09
1, 765, 1.43, 0.08
1, 766, 1.5, 0.08
1, 767, 1.6, 0.1
1, 768, 1.69, 0.09
1, 769, 1.8, 0.11
1, 770, 1.91, 0.11
1, 771, 2, 0.09
1, 772, 2.09, 0.09
1, 773, 2.21, 0.12
1, 774, 2.35, 0.15
1, 775, 2.48, 0.13
1, 776, 2.63, 0.15
1, 777, 2.76, 0.14
1, 778, 2.93, 0.17
1, 779, 3.06, 0.12
1, 780, 3.24, 0.18
1, 781, 3.44, 0.2
1, 782, 3.6, 0.16
1, 783, 3.78, 0.18
1, 784, 3.93, 0.15
1, 785, 4.11, 0.18
1, 786, 4.36, 0.24
1, 787, 4.56, 0.2
1, 788, 4.74, 0.18
1, 789, 4.93, 0.18
1, 790, 5.1, 0.17
1, 791, 5.34, 0.24
1, 792, 5.55, 0.21
1, 793, 5.78, 0.23
1, 794, 6.02, 0.24
1, 795, 6.27, 0.24
1, 796, 6.52, 0.25
1, 797, 6.79, 0.27
1, 798, 7.06, 0.27
1, 799, 7.29, 0.23
1, 800, 7.58, 0.28
1, 801, 7.89, 0.31
1, 802, 8.17, 0.29
1, 803, 8.48, 0.3
1, 804, 8.8, 0.32
1, 805, 9.08, 0.29
1, 806, 9.38, 0.3
1, 807, 9.7, 0.31
1, 808, 10.03, 0.34
1, 809, 10.35, 0.32
1, 810, 10.69, 0.35
1, 811, 11.07, 0.38
1, 812, 11.4, 0.33
1, 813, 11.78, 0.37
1, 814, 12.16, 0.38
1, 815, 12.5, 0.34
1, 816, 12.89, 0.4
1, 817, 13.28, 0.39
1, 818, 13.7, 0.42
1, 819, 14.11, 0.41
1, 820, 14.53, 0.41
1, 821, 14.99, 0.46
1, 822, 15.48, 0.49
1, 823, 15.93, 0.45
1, 824, 16.4, 0.47
1, 825, 16.83, 0.43
1, 826, 17.37, 0.54
1, 827, 17.84, 0.47
1, 828, 18.4, 0.56
1, 829, 18.95, 0.55
1, 830, 19.43, 0.47
1, 831, 19.91, 0.49
1, 832, 20.49, 0.58
1, 833, 21.04, 0.55
1, 834, 21.6, 0.56
1, 835, 22.14, 0.54
1, 836, 22.63, 0.5
1, 837, 23.24, 0.6
1, 838, 23.8, 0.57
1, 839, 24.37, 0.56
1, 840, 24.91, 0.55
1, 841, 25.46, 0.54
1, 842, 26.06, 0.6
1, 843, 26.63, 0.57
1, 844, 27.15, 0.53
1, 845, 27.73, 0.58
1, 846, 28.32, 0.59
1, 847, 28.85, 0.53
1, 848, 29.41, 0.56
1, 849, 29.99, 0.58
1, 850, 30.56, 0.57
1, 851, 31.09, 0.53
1, 852, 31.68, 0.59
1, 853, 32.19, 0.51
1, 854, 32.73, 0.54
1, 855, 33.29, 0.56
1, 856, 33.84, 0.55
1, 857, 34.42, 0.58
1, 858, 35.05, 0.64
1, 859, 35.63, 0.57
1, 860, 36.2, 0.57
1, 861, 36.79, 0.59
1, 862, 37.43, 0.64
1, 863, 38.02, 0.59
1, 864, 38.54, 0.52
1, 865, 39.14, 0.6
1, 866, 39.7, 0.57
1, 867, 40.27, 0.57
1, 868, 40.85, 0.58
1, 869, 41.43, 0.57
1, 870, 41.93, 0.5
1, 871, 42.46, 0.53
1, 872, 42.99, 0.53
1, 873, 43.51, 0.52
1, 874, 44.04, 0.53
1, 875, 44.55, 0.51
1, 876, 45.06, 0.51
1, 877, 45.51, 0.45
1, 878, 45.98, 0.47
1, 879, 46.39, 0.41
1, 880, 46.88, 0.49
1, 881, 47.36, 0.49
1, 882, 47.82, 0.45
1, 883, 48.22, 0.4
1, 884, 48.64, 0.42
1, 885, 49.07, 0.43
1, 886, 49.52, 0.45
1, 887, 49.97, 0.45
1, 888, 50.39, 0.42
1, 889, 50.85, 0.46
1, 890, 51.32, 0.47
1, 891, 51.79, 0.47
1, 892, 52.28, 0.5
1, 893, 52.8, 0.52
1, 894, 53.28, 0.48
1, 895, 53.76, 0.48
1, 896, 54.29, 0.53
1, 897, 54.8, 0.52
1, 898, 55.33, 0.52
1, 899, 55.82, 0.49
1, 900, 56.34, 0.53
1, 901, 56.87, 0.53
1, 902, 57.39, 0.52
1, 903, 57.92, 0.53
1, 904, 58.47, 0.55
1, 905, 59, 0.53
1, 906, 59.59, 0.58
1, 907, 60.13, 0.54
1, 908, 60.64, 0.51
1, 909, 61.2, 0.56
1, 910, 61.84, 0.64
1, 911, 62.42, 0.58
1, 912, 63.01, 0.59
1, 913, 63.66, 0.65
1, 914, 64.25, 0.59
1, 915, 64.93, 0.68
1, 916, 65.57, 0.64
1, 917, 66.27, 0.69
1, 918, 66.91, 0.65
1, 919, 67.59, 0.68
1, 920, 68.17, 0.58
1, 921, 68.9, 0.72
1, 922, 69.67, 0.78
1, 923, 70.47, 0.8
1, 924, 71.18, 0.71
1, 925, 71.95, 0.77
1, 926, 72.69, 0.74
1, 927, 73.44, 0.76
1, 928, 74.21, 0.77
1, 929, 74.98, 0.76
1, 930, 75.66, 0.68
1, 931, 76.39, 0.72
1, 932, 77.09, 0.7
1, 933, 77.73, 0.64
1, 934, 78.41, 0.68
1, 935, 79.04, 0.63
1, 936, 79.66, 0.61
1, 937, 80.22, 0.56
1, 938, 80.84, 0.62
1, 939, 81.45, 0.61
1, 940, 81.99, 0.54
1, 941, 82.51, 0.52
1, 942, 83, 0.48
1, 943, 83.5, 0.5
1, 944, 83.91, 0.41
1, 945, 84.3, 0.4
1, 946, 84.72, 0.42
1, 947, 85.12, 0.4
1, 948, 85.48, 0.36
1, 949, 85.78, 0.3
1, 950, 86.1, 0.32
1, 951, 86.46, 0.36
1, 952, 86.73, 0.27
1, 953, 86.97, 0.25
1, 954, 87.23, 0.25
1, 955, 87.5, 0.28
1, 956, 87.72, 0.22
1, 957, 87.92, 0.2
1, 958, 88.13, 0.2
1, 959, 88.28, 0.16
1, 960, 88.46, 0.18
1, 961, 88.62, 0.17
1, 962, 88.78, 0.16
1, 963, 88.95, 0.16
1, 964, 89.14, 0.19
1, 965, 89.29, 0.15
1, 966, 89.44, 0.15
1, 967, 89.59, 0.15
1, 968, 89.74, 0.15
1, 969, 89.9, 0.16
1, 970, 90.04, 0.14
1, 971, 90.21, 0.17
1, 972, 90.34, 0.12
1, 973, 90.47, 0.13
1, 974, 90.61, 0.14
1, 975, 90.73, 0.12
1, 976, 90.82, 0.09
1, 977, 90.96, 0.14
1, 978, 91.09, 0.13
1, 979, 91.23, 0.15
1, 980, 91.34, 0.11
1, 981, 91.45, 0.11
1, 982, 91.55, 0.1
1, 983, 91.64, 0.09
1, 984, 91.76, 0.12
1, 985, 91.88, 0.12
1, 986, 91.95, 0.07
1, 987, 92.04, 0.09
1, 988, 92.13, 0.09
1, 989, 92.23, 0.1
1, 990, 92.32, 0.09
1, 991, 92.41, 0.09
1, 992, 92.48, 0.08
1, 993, 92.57, 0.08
1, 994, 92.66, 0.09
1, 995, 92.75, 0.09
1, 996, 92.86, 0.11
1, 997, 92.94, 0.08
1, 998, 93, 0.07
1, 999, 93.07, 0.07
1, 1000, 93.15, 0.08
1, 1001, 93.22, 0.07
1, 1002, 93.31, 0.09
